jobId,title,genres,DegreeType
267,Powertrain Enginer,CAD,BE
268,Powertrain Enginer,SolidWorks|CAD|Solid state mechanics,MTech
269,Powertrain Enginer,SolidWorks|CAD,BE
270,Powertrain Enginer,Solid state mechanics|Engineering Design,BE
271,Powertrain Enginer,Solid state mechanics|Engineering Design,MTech
272,Powertrain Enginer,Solid state mechanics|SolidWorks|CAD,BE
273,Powertrain Enginer,CAD,MTech
274,Powertrain Enginer,CAD,MTech
275,Powertrain Enginer,CAD,BE
276,Powertrain Enginer,CAD,MTech
277,Powertrain Enginer,CAD|Engineering Design,BE
278,Powertrain Enginer,CAD|Engineering Design,MTech
279,Powertrain Enginer,SolidWorks|Ansys|CAD,BE
280,Powertrain Enginer,Solid state mechanics|CAD,PhD
281,Powertrain Enginer,Solid state mechanics,BE
282,Powertrain Enginer,CAD,MTech
283,Powertrain Enginer,CAD,BE
284,Powertrain Enginer,Solid state mechanics|CAD,BE
285,Powertrain Enginer,CAD,MTech
286,Powertrain Enginer,Solid state mechanics,BE
287,Powertrain Enginer,Solid state mechanics,MTech
288,Powertrain Enginer,Engineering Design|Solid state mechanics,MTech
289,Powertrain Enginer,Solid state mechanics|CAD,BE
290,Powertrain Enginer,SolidWorks|CAD|,BE
291,Powertrain Enginer,SolidWorks|Ansys|CAD,BE
292,Powertrain Enginer,Solid state mechanics|CAD|CAD,MTech
293,Powertrain Enginer,SolidWorks|CAD,PhD
294,Powertrain Enginer,Solid state mechanics|CAD,BE
295,Powertrain Enginer,SolidWorks,BE
296,Powertrain Enginer,CAD,BE
297,Powertrain Enginer,Solid state mechanics|CAD,BE
298,Powertrain Enginer,Solid state mechanics|CAD,BE
299,Powertrain Enginer,Solid state mechanics,PhD
300,Powertrain Enginer,CAD,MTech
301,Powertrain Enginer,SolidWorks|Solid state mechanics|CAD,BE
302,Powertrain Enginer,SolidWorks,BE
303,Powertrain Enginer,Ansys|CAD,BE
304,Powertrain Enginer,SolidWorks|Engineering Design,BE
305,Powertrain Enginer,CAD,BE
306,Powertrain Enginer,SolidWorks|CAD,BE
307,Powertrain Enginer,Solid state mechanics,BE
308,Powertrain Enginer,CAD,MTech
309,Powertrain Enginer,Engineering Design|Ansys,BE
310,Powertrain Enginer,CAD,PhD
311,Powertrain Enginer,CAD,BE
312,Powertrain Enginer,SolidWorks|CAD,BE
313,Powertrain Enginer,Solid state mechanics|Engineering Design,BE
314,Powertrain Enginer,Ansys|CAD,BE
315,Powertrain Enginer,CAD,MTech
316,Powertrain Enginer,Solid state mechanics,BE
317,Powertrain Enginer,Solid state mechanics,MTech
318,Powertrain Enginer,Solid state mechanics,MTech
319,Powertrain Enginer,Solid state mechanics|CAD,BE
320,Powertrain Enginer,CAD,MTech
321,Powertrain Enginer,CAD|Engineering Design,BE
322,Powertrain Enginer,Solid state mechanics,BE
323,Powertrain Enginer,SolidWorks|Ansys|CAD,BE
324,Powertrain Enginer,CAD,BE
325,Powertrain Enginer,Solid state mechanics|CAD|Engineering Design,MTech
326,Powertrain Enginer,Solid state mechanics|CAD,BE
327,Powertrain Enginer,SolidWorks|CAD,BE
328,Powertrain Enginer,CAD,BE
329,Powertrain Enginer,Solid state mechanics|Solid state mechanics|CAD,MTech
330,Powertrain Enginer,Solid state mechanics|CAD|Engineering Design,MTech
331,Powertrain Enginer,Solid state mechanics|Engineering Design,MTech
332,Powertrain Enginer,CAD,BE
333,Powertrain Enginer,SolidWorks|Solid state mechanics,BE
334,Powertrain Enginer,Solid state mechanics|CAD|Engineering Design,BE
335,Powertrain Enginer,Ansys|Solid state mechanics|Engineering Design,BE
336,Powertrain Enginer,CAD,BE
337,Powertrain Enginer,SolidWorks|Ansys|CAD,BE
338,Instrumentation Engineer,CAD,BE
339,Instrumentation Engineer,CAD|SolidWorks,MTech
340,Instrumentation Engineer,SolidWorks|Solid state mechanics|SolidWorks|CAD,MTech
341,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
342,Instrumentation Engineer,CAD,BE
343,Instrumentation Engineer,SolidWorks|Solid state mechanics,BE
344,Instrumentation Engineer,Solid state mechanics|CAD,BE
345,Instrumentation Engineer,Solid state mechanics|CAD|Engineering Design,BE
346,Instrumentation Engineer,SolidWorks,BE
347,Instrumentation Engineer,Solid state mechanics|Solid state mechanics,BE
348,Instrumentation Engineer,CAD,MTech
349,Instrumentation Engineer,SolidWorks,BE
350,Instrumentation Engineer,SolidWorks|Engineering Design,BE
351,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
352,Instrumentation Engineer,SolidWorks|CAD,BE
353,Instrumentation Engineer,SolidWorks|Ansys|Solid state mechanics|Engineering Design,MTech
354,Instrumentation Engineer,CAD|Engineering Design,BE
355,Instrumentation Engineer,CAD|SolidWorks|Engineering Design,BE
356,Instrumentation Engineer,Engineering Design,BE
357,Instrumentation Engineer,SolidWorks|CAD,BE
358,Instrumentation Engineer,CAD,BE
359,Instrumentation Engineer,SolidWorks|Solid state mechanics,MTech
360,Instrumentation Engineer,CAD,MTech
361,Instrumentation Engineer,CAD|Engineering Design,BE
362,Instrumentation Engineer,SolidWorks|CAD,BE
363,Instrumentation Engineer,SolidWorks|CAD,BE
364,Instrumentation Engineer,Ansys|Engineering Design,MTech
365,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
366,Instrumentation Engineer,Solid state mechanics,BE
367,Instrumentation Engineer,Solid state mechanics|SolidWorks|CAD,MTech
368,Instrumentation Engineer,CAD,BE
369,Instrumentation Engineer,SolidWorks|CAD,BE
370,Instrumentation Engineer,SolidWorks,BE
371,Instrumentation Engineer,CAD,BE
372,Instrumentation Engineer,Solid state mechanics|Solid state mechanics|CAD,BE
373,Instrumentation Engineer,CAD,BE
374,Instrumentation Engineer,Solid state mechanics,BE
375,Instrumentation Engineer,Solid state mechanics,MTech
376,Instrumentation Engineer,Solid state mechanics|,BE
377,Instrumentation Engineer,Engineering Design,MTech
378,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
379,Instrumentation Engineer,CAD,BE
380,Instrumentation Engineer,Solid state mechanics,PhD
381,Instrumentation Engineer,SolidWorks|Solid state mechanics,BE
382,Instrumentation Engineer,Ansys|Solid state mechanics|CAD,BE
383,Instrumentation Engineer,Ansys|Solid state mechanics,MTech
384,Instrumentation Engineer,SolidWorks,MTech
385,Instrumentation Engineer,CAD,BE
386,Instrumentation Engineer,CAD|Engineering Design,MTech
387,Instrumentation Engineer,SolidWorks|CAD,BE
388,Instrumentation Engineer,CAD|Engineering Design,MTech
389,Instrumentation Engineer,CAD,MTech
390,Instrumentation Engineer,Solid state mechanics,MTech
391,Instrumentation Engineer,SolidWorks|CAD,MTech
392,Instrumentation Engineer,Ansys|Solid state mechanics|SolidWorks,BE
393,Instrumentation Engineer,Solid state mechanics,MTech
394,Instrumentation Engineer,SolidWorks|Ansys,BE
395,Instrumentation Engineer,Solid state mechanics|CAD,BE
396,Instrumentation Engineer,CAD,BE
397,Instrumentation Engineer,Solid state mechanics,BE
398,Instrumentation Engineer,SolidWorks|Solid state mechanics|CAD,BE
399,Instrumentation Engineer,CAD,MTech
400,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
401,Instrumentation Engineer,Solid state mechanics,MTech
402,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
403,Instrumentation Engineer,Ansys|CAD,MTech
404,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
405,Instrumentation Engineer,Solid state mechanics,BE
406,Instrumentation Engineer,CAD|Engineering Design,BE
407,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
408,Instrumentation Engineer,CAD,BE
409,Instrumentation Engineer,Solid state mechanics,BE
410,Instrumentation Engineer,Solid state mechanics|CAD,BE
411,Instrumentation Engineer,CAD|Engineering Design,MTech
412,Instrumentation Engineer,CAD,BE
413,Instrumentation Engineer,Solid state mechanics|Engineering Design,MTech
414,Instrumentation Engineer,CAD|,PhD
415,Instrumentation Engineer,Ansys|Solid state mechanics|CAD,MTech
416,Instrumentation Engineer,SolidWorks|CAD,BE
417,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
418,Instrumentation Engineer,CAD|Engineering Design,BE
419,Instrumentation Engineer,SolidWorks|Ansys|SolidWorks|CAD|Engineering Design,BE
420,Instrumentation Engineer,Solid state mechanics,BE
421,Instrumentation Engineer,CAD|Engineering Design,BE
422,Instrumentation Engineer,SolidWorks|CAD,MTech
423,Instrumentation Engineer,SolidWorks|Ansys|SolidWorks,MTech
424,Instrumentation Engineer,SolidWorks|CAD,BE
425,Instrumentation Engineer,SolidWorks|Solid state mechanics,BE
426,Instrumentation Engineer,Solid state mechanics,BE
427,Instrumentation Engineer,Solid state mechanics|Engineering Design,PhD
428,Instrumentation Engineer,CAD|Engineering Design,MTech
429,Instrumentation Engineer,Solid state mechanics,BE
430,Instrumentation Engineer,Solid state mechanics,BE
431,Instrumentation Engineer,Solid state mechanics|CAD,BE
432,Instrumentation Engineer,Solid state mechanics,BE
433,Instrumentation Engineer,SolidWorks,MTech
434,Instrumentation Engineer,CAD,BE
435,Instrumentation Engineer,Solid state mechanics|CAD,BE
436,Instrumentation Engineer,CAD,BE
437,Instrumentation Engineer,Solid state mechanics|SolidWorks|CAD,PhD
438,Instrumentation Engineer,SolidWorks,BE
439,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
440,Instrumentation Engineer,CAD,BE
441,Instrumentation Engineer,SolidWorks|CAD,MTech
442,Instrumentation Engineer,CAD,MTech
443,Instrumentation Engineer,Ansys|Solid state mechanics,MTech
444,Instrumentation Engineer,SolidWorks|Ansys|Solid state mechanics|CAD,MTech
445,Instrumentation Engineer,Solid state mechanics,BE
446,Instrumentation Engineer,Solid state mechanics|Engineering Design,MTech
447,Instrumentation Engineer,CAD|Engineering Design,MTech
448,Instrumentation Engineer,Solid state mechanics,BE
449,Instrumentation Engineer,SolidWorks,MTech
450,Instrumentation Engineer,CAD,BE
451,Instrumentation Engineer,Solid state mechanics,MTech
452,Instrumentation Engineer,SolidWorks|CAD,BE
453,Instrumentation Engineer,SolidWorks|Ansys,BE
454,Instrumentation Engineer,CAD,BE
455,Instrumentation Engineer,Solid state mechanics|CAD|Engineering Design,MTech
456,Instrumentation Engineer,Solid state mechanics|Engineering Design,BE
457,Instrumentation Engineer,CAD|Engineering Design,BE
458,Instrumentation Engineer,Solid state mechanics|Engineering Design,MTech
459,Instrumentation Engineer,Solid state mechanics|CAD,BE
460,Instrumentation Engineer,CAD,BE
461,Instrumentation Engineer,SolidWorks|Solid state mechanics|Engineering Design,BE
462,Instrumentation Engineer,SolidWorks|CAD,BE
463,Instrumentation Engineer,Solid state mechanics,BE
464,Instrumentation Engineer,CAD|Engineering Design,MTech
465,Instrumentation Engineer,SolidWorks|CAD,BE
466,Instrumentation Engineer,CAD,BE
467,Instrumentation Engineer,CAD|Engineering Design,BE
468,Instrumentation Engineer,CAD,MTech
469,Instrumentation Engineer,SolidWorks|CAD,MTech
470,Instrumentation Engineer,SolidWorks|CAD,MTech
471,Instrumentation Engineer,Solid state mechanics|SolidWorks|Engineering Design,BE
472,Instrumentation Engineer,Solid state mechanics,MTech
473,Instrumentation Engineer,CAD|Engineering Design,BE
474,Instrumentation Engineer,Solid state mechanics|CAD,BE
475,Instrumentation Engineer,SolidWorks|CAD,BE
476,Instrumentation Engineer,Solid state mechanics,PhD
477,Instrumentation Engineer,SolidWorks|SolidWorks|CAD,PhD
478,Instrumentation Engineer,Solid state mechanics,BE
479,Instrumentation Engineer,SolidWorks,MTech
480,Instrumentation Engineer,SolidWorks|CAD,MTech
481,Instrumentation Engineer,CAD,BE
482,Instrumentation Engineer,CAD,BE
483,Instrumentation Engineer,CAD,BE
484,Instrumentation Engineer,CAD|SolidWorks,MTech
485,Instrumentation Engineer,Solid state mechanics|CAD,MTech
486,Instrumentation Engineer,CAD,BE
487,Instrumentation Engineer,Solid state mechanics|CAD,BE
488,Instrumentation Engineer,Solid state mechanics|SolidWorks,MTech
489,Instrumentation Engineer,SolidWorks|Ansys|CAD,MTech
490,Instrumentation Engineer,CAD|Engineering Design,MTech
491,Instrumentation Engineer,CAD,MTech
492,Instrumentation Engineer,CAD,BE
493,Instrumentation Engineer,CAD,BE
494,Instrumentation Engineer,CAD,BE
495,Instrumentation Engineer,Solid state mechanics|CAD|Engineering Design,BE
496,Instrumentation Engineer,Ansys|Solid state mechanics,BE
497,Instrumentation Engineer,SolidWorks|CAD,BE
498,Instrumentation Engineer,Solid state mechanics|CAD|Engineering Design,MTech
499,Instrumentation Engineer,Solid state mechanics|Engineering Design,MTech
500,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
501,Instrumentation Engineer,SolidWorks|Ansys|Solid state mechanics,MTech
502,Instrumentation Engineer,SolidWorks|Ansys,BE
503,Instrumentation Engineer,SolidWorks,BE
504,Instrumentation Engineer,CAD,MTech
505,Instrumentation Engineer,Solid state mechanics|Engineering Design,MTech
506,Instrumentation Engineer,Engineering Design|Solid state mechanics|CAD,MTech
507,Instrumentation Engineer,SolidWorks|Ansys|Solid state mechanics|Engineering Design,MTech
508,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
509,Instrumentation Engineer,SolidWorks|CAD|,BE
510,Instrumentation Engineer,SolidWorks|,MTech
511,Instrumentation Engineer,SolidWorks|Ansys|CAD,BE
512,Instrumentation Engineer,SolidWorks|Ansys|Engineering Design|Solid state mechanics|CAD,BE
513,Instrumentation Engineer,CAD|,MTech
