jobId,title,genres
272,Data Scientist,AWS|HTML|Hadoop|ASP
273,Data Scientist,Hadoop
274,Data Scientist,Hadoop
275,Data Scientist,Hadoop
276,Data Scientist,Hadoop
277,Data Scientist,Hadoop|SQL
278,Data Scientist,Hadoop|SQL
279,Data Scientist,R|ASP|MATLAB
280,Data Scientist,AWS|Hadoop
281,Data Scientist,AWS
282,Data Scientist,Hadoop
283,Data Scientist,Hadoop
284,Data Scientist,AWS|Hadoop
285,Data Scientist,Hadoop
286,Data Scientist,AWS
287,Data Scientist,AWS
288,Data Scientist,PHP|ObjectC
289,Data Scientist,ObjectC|Hadoop|JavaScript|nNode
290,Data Scientist,R|Hadoop|ASP
291,Data Scientist,R|Python|Ruby
292,Data Scientist,AWS|Hadoop|JavaScript
293,Data Scientist,HTML|Hadoop
294,Data Scientist,AWS|Hadoop|ASP
295,Data Scientist,Film-Noir|ASP
296,Data Scientist,Hadoop
297,Data Scientist,AWS|Hadoop
298,Data Scientist,AWS|Hadoop
299,Data Scientist,AWS
300,Data Scientist,Hadoop
301,Data Scientist,R|AWS|Ruby
302,Data Scientist,Perl|ASP
303,Data Scientist,Python|Hadoop|Ruby
304,Data Scientist,R|HTML|Perl
305,Data Scientist,Hadoop
306,Data Scientist,Perl|Ruby
307,Data Scientist,AWS
308,Data Scientist,Hadoop
309,Data Scientist,nNode|ASP
310,Data Scientist,Hadoop|Scala
311,Data Scientist,Hadoop
312,Data Scientist,R|Ruby|ASP
313,Data Scientist,AWS|SQL
314,Data Scientist,Python|Hadoop|Scala
315,Data Scientist,Hadoop
316,Data Scientist,AWS
317,Data Scientist,ObjectC
318,Data Scientist,AWS
319,Data Scientist,AWS|Hadoop
320,Data Scientist,Hadoop|ABAP
321,Data Scientist,Hadoop|Film-Noir|SQL
322,Data Scientist,AWS
323,Data Scientist,R|HTML|Hadoop|ASP
324,Data Scientist,Hadoop|nNode|ASP
325,Data Scientist,AWS|Hadoop|SQL
326,Data Scientist,AWS|Hadoop
327,Data Scientist,R|HTML|JavaScript|ASP
328,Data Scientist,Hadoop
329,Data Scientist,ObjectC|AWS|JavaScript
330,Data Scientist,AWS|Hadoop|SQL|Scala
331,Data Scientist,AWS|SQL
332,Data Scientist,Hadoop
333,Data Scientist,R|AWS
334,Data Scientist,AWS|Hadoop|SQL
335,Data Scientist,Python|ObjectC|SQL
336,Data Scientist,Java
337,Data Scientist,Python|PHP|ObjectC|Hadoop|ABAP|Azure
338,Data Scientist,Hadoop
339,Data Scientist,Hadoop|Perl|nNode|ASP
340,Data Scientist,R|AWS|HTML|JavaScript
341,Data Scientist,Python|AWS|MATLAB
342,Data Scientist,Hadoop
343,Data Scientist,R|AWS
344,Data Scientist,AWS|Hadoop
345,Data Scientist,AWS|Hadoop|SQL
346,Data Scientist,ASP
347,Data Scientist,ObjectC|AWS
348,Data Scientist,Hadoop
349,Data Scientist,R|ASP
350,Data Scientist,R|SQL|ASP
351,Data Scientist,AWS|SQL
352,Data Scientist,R|Ruby|ASP
353,Data Scientist,R|Python|AWS|SQL|ASP
354,Data Scientist,Hadoop|SQL
355,Data Scientist,Hadoop|Perl|SQL|ASP
356,Data Scientist,MATLAB
357,Data Scientist,R|HTML|Hadoop
358,Data Scientist,Hadoop
359,Data Scientist,R|AWS
360,Data Scientist,Hadoop
361,Data Scientist,Hadoop|SQL|Scala
362,Data Scientist,R|HTML|Hadoop
363,Data Scientist,HTML|Hadoop
364,Data Scientist,Python|PHP
365,Data Scientist,R|Python|JavaScript
366,Data Scientist,AWS
367,Data Scientist,AWS|HTML|Hadoop
368,Data Scientist,Java
369,Data Scientist,R|JavaScript
370,Data Scientist,Perl|ASP
371,Data Scientist,Hadoop
372,Data Scientist,ObjectC|AWS|JavaScript
373,Data Scientist,Hadoop
374,Data Scientist,AWS
375,Data Scientist,AWS
376,Data Scientist,AWS|ASP
377,Data Scientist,MATLAB
378,Data Scientist,AWS|SQL
379,Data Scientist,Hadoop
380,Data Scientist,AWS
381,Data Scientist,R|AWS|HTML|ASP
382,Data Scientist,Python|ObjectC|Hadoop
383,Data Scientist,ASP
384,Data Scientist,R|ASP
385,Data Scientist,Hadoop
386,Data Scientist,Hadoop|SQL
387,Data Scientist,Perl|Ruby|ASP
388,Data Scientist,Hadoop|nNode|SQL|ASP
389,Data Scientist,Hadoop
390,Data Scientist,AWS
391,Data Scientist,HTML|Hadoop
392,Data Scientist,Python|AWS|MATLAB
393,Data Scientist,AWS
394,Data Scientist,R|Python|ASP
395,Data Scientist,AWS|Ruby
396,Data Scientist,Hadoop|ASP
397,Data Scientist,AWS
398,Data Scientist,R|AWS|Hadoop
399,Data Scientist,Hadoop
400,Data Analyst,AWS|SQL
401,Data Analyst,AWS
402,Data Analyst,R|Python|Ruby
403,Data Analyst,Python|Java
404,Data Analyst,AWS|SQL
405,Data Analyst,AWS
406,Data Analyst,Hadoop|SQL
407,Data Analyst,AWS|SQL
408,Data Analyst,Hadoop
409,Data Analyst,AWS
410,Data Analyst,AWS|Hadoop
411,Data Analyst,Hadoop|nNode|SQL
412,Data Analyst,Hadoop
413,Data Analyst,AWS|SQL
414,Data Analyst,Hadoop|ASP
415,Data Analyst,Python|ObjectC|Hadoop
416,Data Analyst,HTML|Hadoop|ASP
417,Data Analyst,ASP
418,Data Analyst,Hadoop|MATLAB
419,Data Analyst,R|Python|HTML|Hadoop|SQL|ASP
420,Data Analyst,AWS
421,Data Analyst,Hadoop|SQL
422,Data Analyst,HTML|Hadoop|ASP
423,Data Analyst,R|Python|HTML|ASP
424,Data Analyst,R|Hadoop|Scala
425,Data Analyst,R|AWS|Scala
426,Data Analyst,AWS
427,Data Analyst,AWS|SQL
428,Data Analyst,Hadoop|SQL
429,Data Analyst,AWS
430,Data Analyst,AWS
431,Data Analyst,AWS|Hadoop
432,Data Analyst,AWS|Scala
433,Data Analyst,R|ASP
434,Data Analyst,Hadoop
435,Data Analyst,AWS|Hadoop
436,Data Analyst,Hadoop|ABAP
437,Data Analyst,AWS|HTML|Hadoop
438,Data Analyst,R|HTML|ASP
439,Data Analyst,R|Python|Ruby|ASP
440,Data Analyst,Hadoop|ASP
441,Data Analyst,HTML|Hadoop|ASP
442,Data Analyst,Hadoop
443,Data Analyst,Python|ObjectC
444,Data Analyst,R|Python|AWS|JavaScript
445,Data Analyst,AWS
446,Data Analyst,AWS|MATLAB
447,Data Analyst,Hadoop|SQL
448,Data Analyst,AWS
449,Data Analyst,ASP
450,Data Analyst,Hadoop
451,Data Analyst,AWS|nNode
452,Data Analyst,R|HTML|Hadoop
453,Data Analyst,R|Python|ASP
454,Data Analyst,Hadoop
455,Data Analyst,AWS|Hadoop|SQL|ASP
456,Data Analyst,AWS|SQL
457,Data Analyst,Hadoop|SQL
458,Data Analyst,AWS|SQL
459,Data Analyst,AWS|Hadoop
460,Data Analyst,Hadoop
461,Data Analyst,R|ObjectC|SQL
462,Data Analyst,R|Hadoop|Ruby
463,Data Analyst,AWS
464,Data Analyst,Hadoop|JavaScript|SQL
465,Data Analyst,HTML|Hadoop|ASP
466,Data Analyst,Hadoop
467,Data Analyst,Hadoop|SQL
468,Data Analyst,Hadoop
469,Data Analyst,R|Hadoop
470,Data Analyst,Perl|Ruby
471,Data Analyst,AWS|nNode|SQL
472,Data Analyst,AWS
473,Data Analyst,Hadoop|SQL
474,Data Analyst,AWS|Hadoop
475,Data Analyst,R|Hadoop|nNode
476,Data Analyst,AWS
477,Data Analyst,R|HTML|Hadoop|Ruby|ASP
478,Data Analyst,AWS
479,Data Analyst,HTML|ASP
480,Data Analyst,R|Hadoop
481,Data Analyst,Hadoop
482,Data Analyst,Hadoop
483,Data Analyst,Hadoop
484,Data Analyst,Hadoop|Scala
485,Data Analyst,AWS|Hadoop
486,Data Analyst,Hadoop
487,Data Analyst,ObjectC|Hadoop
488,Data Analyst,AWS|HTML|Perl
489,Data Analyst,R|Python|JavaScript|nNode
490,Data Analyst,Hadoop|SQL
491,Data Analyst,Hadoop
492,Data Analyst,Hadoop
493,Data Analyst,Hadoop
494,Data Analyst,Hadoop
495,Data Analyst,AWS|Hadoop|SQL
496,Data Analyst,ASP
497,Data Analyst,R|Ruby|ASP
498,Data Analyst,AWS|Hadoop|SQL
499,Data Analyst,AWS|SQL|ASP
500,Data Analyst,R|HTML
501,Data Analyst,R|Python|ObjectC|AWS|JavaScript|Ruby
502,Data Analyst,R|Python|ASP
503,Data Analyst,R|nNode|ASP
504,Data Analyst,Hadoop|ABAP
505,Data Analyst,AWS|SQL
506,Data Analyst,PHP|ObjectC|JavaScript|ABAP
507,Data Analyst,R|Python|AWS|SQL
508,Data Analyst,R|Hadoop|MATLAB
509,Data Analyst,HTML|Hadoop|ASP
510,Data Analyst,HTML|ASP
511,Data Analyst,Java
512,Data Analyst,R|Python|PHP|ObjectC|JavaScript
513,Data Analyst,Hadoop|ASP
514,Data Analyst,AWS|Hadoop
515,Data Analyst,Hadoop|SQL
516,Data Analyst,Hadoop|Perl
517,Data Analyst,AWS|SQL
518,Data Analyst,AWS|Hadoop
519,Data Analyst,AWS|Hadoop
520,Data Analyst,AWS|Hadoop
521,Data Analyst,Hadoop|SQL
522,Data Analyst,Hadoop
523,Data Analyst,Hadoop
524,Data Analyst,AWS|Hadoop
525,Data Analyst,ObjectC|AWS
526,Data Analyst,Python|ObjectC|Hadoop
527,Data Analyst,Hadoop
528,Data Analyst,Java
529,Data Analyst,AWS|Hadoop
530,Data Analyst,AWS
531,Data Analyst,ObjectC|AWS
532,Data Analyst,AWS|Hadoop|JavaScript|SQL|ASP
533,Data Analyst,Python|PHP|ObjectC|AWS|ABAP
534,Data Analyst,R|Ruby
535,Data Analyst,Python|Hadoop|MATLAB
536,Data Analyst,R|HTML|ASP
537,Data Analyst,HTML|Perl|ASP
538,Data Analyst,PHP|ObjectC|Hadoop|JavaScript|ABAP
539,Data Analyst,PHP|ObjectC|JavaScript|ABAP|SQL|Azure
540,Data Analyst,PHP|ObjectC|JavaScript|ABAP
541,Data Analyst,AWS|SQL
542,Data Analyst,Python|MATLAB
543,Data Analyst,R|AWS|HTML
544,Data Analyst,Java
545,Data Analyst,AWS
546,Data Analyst,Hadoop|SQL
547,Data Analyst,JavaScript|Perl
548,Data Analyst,AWS|HTML|Hadoop|ASP
549,Data Analyst,Python|ObjectC
550,Data Analyst,R|Python|PHP|Perl|Ruby
551,Data Analyst,R|Perl|Ruby
552,Data Analyst,AWS
553,Data Analyst,Hadoop|SQL
554,Data Analyst,Hadoop|ASP
555,Data Analyst,AWS|Hadoop
556,Data Analyst,PHP|ObjectC
557,Data Analyst,AWS|SQL
558,Data Analyst,AWS
559,Data Analyst,Hadoop
560,Data Analyst,Hadoop|ASP
561,Data Analyst,HTML|Hadoop|nNode|ASP
562,Data Analyst,Hadoop|SQL
563,Data Analyst,Python|PHP|ObjectC|JavaScript|ABAP|SQL
564,Data Analyst,Hadoop|Scala
565,Data Analyst,AWS
566,Data Analyst,AWS
567,Data Analyst,AWS|Hadoop
568,Data Analyst,AWS
569,Data Analyst,SQL
570,Data Analyst,Hadoop|ASP
571,Data Analyst,Hadoop
572,Data Analyst,R|HTML|Hadoop|Scala
573,Data Analyst,R|Python|nNode|ASP
574,Data Analyst,AWS|Hadoop
575,Data Analyst,Hadoop
576,Data Analyst,Perl|nNode|ASP
577,Data Analyst,R|Python|JavaScript
578,Data Analyst,Hadoop|SQL
579,Data Analyst,AWS
580,Data Analyst,HTML|Hadoop|ASP
581,Data Analyst,Python|PHP|ObjectC|JavaScript|ABAP
582,Data Analyst,ASP
583,Data Analyst,AWS
584,Data Analyst,AWS
585,Data Analyst,AWS|Hadoop|Scala
586,Data Analyst,R
587,Data Analyst,Hadoop
588,Data Analyst,Hadoop
589,Data Analyst,AWS|Ruby
590,Data Analyst,Hadoop
591,Data Analyst,Python|PHP|ObjectC|AWS|JavaScript|Ruby
592,Data Analyst,Python|AWS|Ruby
593,Data Analyst,Hadoop|ASP
594,Data Analyst,Hadoop
595,Data Analyst,Hadoop|nNode|SQL|Ruby|ASP
596,Data Analyst,HTML
597,Data Analyst,Java
598,Data Analyst,R|Python|AWS|Scala
599,Data Analyst,AWS|SQL
600,Data Analyst,R|Ruby|ASP
601,Data Analyst,R|HTML|Hadoop
602,Data Analyst,nNode|ASP
603,Data Analyst,Hadoop|SQL
604,Data Analyst,Hadoop
605,Data Analyst,AWS
606,Data Analyst,Hadoop
607,Data Analyst,Hadoop
608,Data Analyst,R|Python
609,Data Analyst,AWS
610,Data Analyst,Hadoop
611,Data Analyst,HTML|Hadoop|ASP
612,Data Analyst,AWS|SQL
613,Data Analyst,Python|PHP|ObjectC|AWS|ABAP
614,Data Analyst,AWS
615,Data Analyst,Python|ObjectC
616,Data Analyst,HTML|Hadoop|SQL|ASP
617,Data Analyst,Hadoop|nNode|MATLAB
618,Data Analyst,Hadoop|SQL
619,Data Analyst,AWS|JavaScript|Ruby
620,Data Analyst,AWS
621,Data Analyst,Python|PHP|AWS
622,Data Analyst,Java
623,Data Analyst,Hadoop|JavaScript|Perl|ASP
624,Data Analyst,AWS
625,Data Analyst,Hadoop
626,Data Analyst,AWS
627,Data Analyst,HTML|ASP
628,Data Analyst,HTML
629,Data Analyst,R|Python|ASP
630,Data Analyst,Perl
631,Data Analyst,R|Python|SQL|ASP
632,Data Analyst,R|Ruby
633,Data Analyst,PHP|Ruby
634,Data Analyst,Perl|ASP
635,Data Analyst,AWS
636,Data Analyst,PHP|ObjectC|AWS
637,Data Analyst,AWS
638,Data Analyst,R|Ruby|ASP
639,Data Analyst,AWS|Scala
640,Data Analyst,AWS|Hadoop|SQL
641,Data Analyst,ObjectC|Hadoop
642,Data Analyst,Java
643,Data Analyst,Hadoop
644,Data Analyst,Java
645,Data Analyst,Hadoop|Scala
646,Data Analyst,R|Python
647,Data Analyst,AWS|HTML
648,Data Analyst,Hadoop|SQL
649,Data Analyst,AWS|Hadoop
650,Data Analyst,Hadoop
651,Data Analyst,AWS|Hadoop
652,Data Analyst,AWS|Hadoop
653,Data Analyst,Scala
654,Data Analyst,AWS|HTML|Hadoop
655,Data Analyst,Hadoop|SQL
656,Data Analyst,R|Python|Ruby|ASP
657,Data Analyst,Hadoop
658,Data Analyst,Hadoop|ASP
659,Data Analyst,PHP|ObjectC|Hadoop|ABAP|SQL
660,Data Analyst,AWS|ASP
661,Data Analyst,AWS
662,Data Analyst,R|Hadoop|ASP
663,Data Analyst,Java
664,Data Analyst,AWS|JavaScript|SQL|Ruby
665,Data Analyst,Java
666,Data Analyst,R|Python|Hadoop|ASP
667,Data Analyst,AWS|Perl|ASP
668,Data Analyst,Hadoop|nNode|MATLAB
669,Data Analyst,ObjectC|AWS
670,Data Analyst,Hadoop|SQL
671,Data Analyst,AWS|Hadoop|SQL
672,Data Analyst,AWS|SQL
673,Data Analyst,Hadoop|ASP
674,Data Analyst,HTML|Hadoop
675,Data Analyst,AWS|SQL
676,Data Analyst,Python|ObjectC
677,Data Analyst,R|Python
678,Data Analyst,ObjectC|AWS|JavaScript
679,Data Analyst,AWS
680,Data Analyst,Hadoop
681,Data Analyst,AWS
682,Data Analyst,Hadoop|nNode
683,Data Analyst,Hadoop
684,Data Analyst,Python|ObjectC
685,Data Analyst,AWS|JavaScript|ABAP
686,Data Analyst,AWS
687,Data Analyst,HTML|ASP
688,Data Analyst,AWS
689,Data Analyst,AWS
690,Data Analyst,Hadoop
691,Data Analyst,R|Python|ASP
692,Data Analyst,ObjectC|AWS|JavaScript
693,Data Analyst,AWS|Hadoop|SQL
694,Data Analyst,R|ASP
695,Data Analyst,ObjectC|AWS
696,Data Analyst,Perl
697,Data Analyst,AWS|Perl
698,Data Analyst,Hadoop
699,Data Analyst,R|Python|Ruby|ASP
700,Data Analyst,HTML|Hadoop
701,Data Analyst,Hadoop
702,Data Analyst,AWS|Hadoop|SQL
703,Data Analyst,HTML|Hadoop
704,Data Analyst,AWS
705,Data Analyst,R|AWS|HTML|ASP
706,Data Analyst,Hadoop
707,Data Analyst,Hadoop
708,Data Analyst,HTML|Hadoop|SQL|ASP
709,Data Analyst,HTML|Hadoop|ABAP|ASP
710,Data Analyst,AWS
711,Data Analyst,R|HTML|Hadoop
712,Data Analyst,R|AWS|HTML|ASP
713,Data Analyst,Perl|ASP
714,Data Analyst,Ruby|ASP
715,Data Analyst,ObjectC|AWS
716,Data Analyst,Hadoop|ASP
717,Data Analyst,ObjectC|Hadoop|JavaScript
718,Data Analyst,R|AWS|HTML
719,Data Analyst,Python|PHP|ObjectC|ABAP
720,Data Analyst,Perl|ASP
721,Data Analyst,AWS|Hadoop|SQL
722,Data Analyst,Hadoop
723,Data Analyst,Hadoop
724,Data Analyst,Python|Hadoop|SQL|Scala
725,Data Analyst,AWS|Hadoop|SQL
726,Data Analyst,AWS|ABAP|SQL
727,Data Analyst,ABAP|SQL
728,Data Analyst,AWS|ABAP
729,Data Analyst,Hadoop|SQL
730,Data Analyst,Hadoop|nNode|SQL|ASP
731,Data Analyst,nNode|ASP
732,Data Analyst,AWS|SQL
733,Data Analyst,Hadoop|ASP
734,Data Analyst,AWS|ABAP|SQL
735,Data Analyst,R|Python|nNode|SQL|ASP
736,Data Analyst,AWS|Hadoop|SQL
737,Data Analyst,AWS|HTML
738,Data Analyst,AWS|HTML|nNode|SQL|ASP
739,Data Analyst,Hadoop|SQL
740,Data Analyst,Film-Noir|nNode
741,Data Analyst,AWS|Hadoop|ABAP|SQL
742,Data Analyst,AWS|SQL
743,Data Analyst,AWS|Hadoop|SQL
744,Data Analyst,ObjectC|Hadoop
745,Data Analyst,ABAP
746,Data Analyst,Python|ObjectC|JavaScript|ABAP
747,Data Analyst,Hadoop|SQL|Scala
748,Data Analyst,AWS
